time_s,Qref_mL_s,Qvalve_mL_s,Vbladder_mL,discharged_mL,contact_generalized_force_N,command_STEP_s,raw_command_STEP_s,cable_x_m,actual_v_m_s,valve_closed,tail_mL_s,tail_drained_mL,collected_mL,tracking_error_mL_s,command_acceleration_STEP_s2,integral_command_STEP_s,q0_mL_s,tclose_s,outlet_mL_s,valve_latch,volume_comparator,target_saturation_flag,slew_flag,electrical_phase_rad,torque_Nm,actual_omega_rad_s,cable_tension_N,guard_violation_count,first_failed_guard,independent_intQ_mL,command_count_STEP,actual_acceleration_m_s2,guard_phase_rad,guard_travel_m,guard_volume_m3,guard_extension_m,guard_speed_rad_s,guard_tension_N,guard_forward_flow_m3_s,signed_overlap_m,bladder_pressure_Pa,V_est_mL,quiet_dwell_s,normal_done,terminal_stop_request,quiet
23.8439662331961,3,2.97878206316835,202.012012191705,297.987987808295,6.03890793227646,134.556303965899,186.547007708824,0.0760933004290048,0.000703552033155642,0,0,0,297.987987808295,0.021217936831651,-6000,185.486110867241,2.98238764878059,23.8439662331961,2.97878206316835,0,0,0,1,0.0517227331100045,0.0153333570405422,0.281420813262257,6.14341669857677,0,0,297.987987808407,15502.1267147328,-0.019124548725615,1.51907359368489,0.0820751643195898,0.000165623991682725,0.0760943004290048,6.00176449391733,6.14342669857677,2.97878216316835e-06,3.01945396613823e-05,3797.30473857492,202.012012191593,0,0,1,0
23.8440185281734,3,2.97856438815367,202.01185642205,297.98814357795,6.03551180995976,134.24253410213,186.460916898617,0.0760933371942323,0.000702502491817061,0,0,0,297.98814357795,0.0214356118463268,-6000,185.389136306301,2.98219835274257,23.8440185281734,2.97856438815367,0,0,0,1,0.0516774415466159,0.0153199421825046,0.281000996726824,6.13905055818249,0,0,297.988143578062,15502.1337431474,-0.0210226032272185,1.51911888524828,0.0820751275543623,0.00016562383591307,0.0760943371942323,6.00218431045276,6.13906055818249,2.97856448815367e-06,3.01775590497988e-05,3796.131537599,202.011856421938,0,0,1,0
23.8440708231506,3,2.97834522369629,202.011700663817,297.988299336183,6.03210497077955,133.928764238363,186.374951260112,0.0760933739019586,0.000701352567474309,0,0,0,297.988299336183,0.0216547763037105,-6000,185.292212444927,2.98200757249846,23.8440708231506,2.97834522369629,0,0,0,1,0.0516316890989188,0.0153063907837462,0.280541026989724,6.13465129311437,0,0,297.988299336295,15502.1407551533,-0.0229614580293246,1.51916463769598,0.0820750908466361,0.000165623680154837,0.0760943739019586,6.00264428018986,6.13466129311437,2.97834532369629e-06,3.01605248538978e-05,3794.9546379827,202.011700663705,0,0,1,0
23.8441231181279,3,2.97812456718723,202.011544917084,297.988455082916,6.02868636027376,133.614994374593,186.289110897252,0.0760934105468844,0.000700100472889257,0,0,0,297.988455082916,0.0218754328127728,-6000,185.195339256614,2.98181530771718,23.8441231181279,2.97812456718723,0,0,0,1,0.0515855817502242,0.0152927342345924,0.280040189155703,6.13022445856057,0,0,297.988455083027,15502.1477507507,-0.0249278223419601,1.51921074504467,0.0820750542017103,0.000165623524408105,0.0760944105468844,6.00314511802388,6.13023445856057,2.97812466718723e-06,3.01434318013688e-05,3793.77367589617,202.011544916973,0,0,1,0
23.8441754131052,3,2.97790241535679,202.011389181929,297.988610818071,6.02525490892847,133.301224510822,186.203395947029,0.0760934471236352,0.000698745121123262,0,0,0,297.988610818071,0.0220975846432125,-6000,185.098516714868,2.98162155793468,23.8441754131052,2.97790241535679,0,0,0,1,0.0515392269917925,0.0152790043723031,0.279498048449305,6.12577569623073,0,0,297.988610818182,15502.1547299395,-0.0269082302404051,1.5192570998031,0.0820750176249594,0.00016562336867295,0.0760944471236353,6.00368725873028,6.12578569623073,2.97790251535679e-06,3.01262745446423e-05,3792.58828231535,202.011389181818,0,0,1,0
23.8442277080825,3,2.97767876426966,202.011233458432,297.988766541568,6.02180953955811,132.987454647051,186.117806579729,0.0760934836267982,0.000697286131987063,0,0,0,297.988766541568,0.0223212357303408,-6000,185.001744793212,2.98142632252685,23.8442277080825,2.97767876426966,0,0,0,1,0.0514927330826254,0.0152652332618393,0.278914452794825,6.12131069550406,0,0,297.98876654168,15502.1616927197,-0.0288891333875908,1.51930359371227,0.0820749811217965,0.000165623212949452,0.0760944836267982,6.00427085438476,6.12132069550406,2.97767886426966e-06,3.01090476977905e-05,3791.39808556867,202.01123345832,0,0,1,0
23.8442800030598,3,2.97745360932454,202.011077746669,297.988922253331,6.01834917473842,132.67368478328,186.032342998953,0.076093520050959,0.000695723833796058,0,0,0,297.988922253331,0.0225463906754588,-6000,184.90502346518,2.98122960068371,23.8442800030598,2.97745360932454,0,0,0,1,0.051446208306416,0.015251452975782,0.278289533518423,6.11683515439121,0,0,297.988922253442,15502.1686390914,-0.0308569940462664,1.51935011848848,0.0820749446976357,0.00016562305723769,0.076094520050959,6.00489577366116,6.11684515439121,2.97745370932454e-06,3.00917458736921e-05,3790.20271390149,202.011077746558,0,0,1,0
23.8443438032881,3,2.97717687451578,202.010887793265,297.989112206735,6.01410564602667,132.290883413498,185.928247536795,0.0760935643738926,0.000693679474360045,0,0,0,297.989112206735,0.0228231254842166,-6000,184.787091262584,2.98098758424184,23.8443438032881,2.97717687451578,0,0,0,1,0.0513895620606775,0.0152346747426067,0.277471789744018,6.11136891520521,0,0,297.989112206847,15502.1770914913,-0.0332206406173253,1.51940676473422,0.0820749003747021,0.000165622867284286,0.0760945643738926,6.00571351743557,6.11137891520521,2.97717697451578e-06,3.00705282301333e-05,3788.73680852216,202.010887793153,0,0,1,0
23.8443965076506,3,2.97694656634866,202.010730889118,297.989269110882,6.01058073784189,131.974657238758,185.842397746906,0.0760936008868047,0.000691878159005481,0,0,0,297.989269110882,0.0230534336513366,-6000,184.68972606434,2.98078598675663,23.8443965076506,2.97694656634866,0,0,0,1,0.0513429903095997,0.0152208804696921,0.276751263602192,6.1068550846572,0,0,297.989269110993,15502.1840554648,-0.0351264327296004,1.5194533364853,0.0820748638617899,0.000165622710380139,0.0760946008868047,6.00643404357739,6.1068650846572,2.97694666634866e-06,3.00529036892094e-05,3787.51915379418,202.010730889007,0,0,1,0
23.844449212013,3,2.976714711065,202.01057399715,297.98942600285,6.00703715303297,131.658431064015,185.756676615031,0.076093637302156,0.000689977830191665,0,0,0,297.98942600285,0.0232852889350013,-6000,184.592412168281,2.98058287524616,23.844449212013,2.976714711065,0,0,0,1,0.0512967335460246,0.0152071794615048,0.275991132076666,6.10234882351562,0,0,297.989426002961,15502.1910027717,-0.036975772242356,1.51949959324887,0.0820748274464387,0.000165622553488171,0.076094637302156,6.00719417510292,6.10235882351562,2.976714811065e-06,3.00351857651648e-05,3786.29505397363,202.010573997039,0,0,1,0
23.8444925157856,3,2.97652304748867,202.01044509832,297.98955490168,6.00411092115671,131.398608428402,185.686341620484,0.0760936671456684,0.000688344667704741,0,0,0,297.98955490168,0.0234769525113316,-6000,184.512493994917,2.98041485727188,23.8444925157856,2.97652304748867,0,0,0,1,0.051259035482687,0.0151960134708963,0.275337867081897,6.09865581633855,0,0,297.989554901792,15502.1966984528,-0.0384439963445098,1.51953729131221,0.0820747976029262,0.00016562242458934,0.0760946671456684,6.00784744009769,6.09866581633855,2.97652314748867e-06,3.00205546057836e-05,3785.2842184382,202.010445098208,0,0,1,0
